(1, 2, 4)
(1, 3, 3)
(1, 4, 12)
(1, 5, 8)
(1, 6, 24)
(1, 7, 6)
(1, 7, 15)
(1, 8, 12)
(1, 8, 40)
(1, 9, 24)
(1, 10, 60)
(1, 11, 9)
(1, 11, 16)
(1, 11, 35)
(1, 12, 84)
(1, 13, 48)
(1, 14, 8)
(1, 14, 20)
(1, 14, 36)
(1, 14, 112)
(1, 15, 12)
(1, 15, 30)
(1, 15, 63)
(1, 16, 144)
(1, 17, 24)
(1, 17, 80)
(1, 18, 180)
(1, 19, 15)
(1, 19, 21)
(1, 19, 48)
(1, 19, 99)
(1, 20, 20)
(1, 20, 28)
(1, 20, 72)
(1, 23, 18)
(1, 23, 32)
(1, 23, 45)
(1, 23, 70)
(1, 23, 143)
(1, 24, 60)
(1, 26, 36)
(1, 27, 21)
(1, 27, 45)
(1, 27, 96)
(1, 27, 195)
(1, 29, 16)
(1, 29, 40)
(1, 29, 72)
(1, 31, 24)
(1, 31, 60)
(1, 32, 44)
(1, 32, 56)
(1, 34, 84)
(1, 35, 27)
(1, 35, 48)
(1, 35, 77)
(1, 38, 52)
(1, 38, 80)
(1, 39, 30)
(1, 39, 42)
(1, 39, 75)
(1, 41, 40)
(1, 41, 56)
(1, 43, 33)
(1, 43, 117)
(1, 44, 24)
(1, 44, 28)
(1, 44, 60)
(1, 47, 36)
(1, 47, 55)
(1, 47, 64)
(1, 50, 68)
(1, 50, 140)
(1, 51, 39)
(1, 51, 165)
(1, 53, 72)
(1, 54, 48)
(1, 55, 33)
(1, 55, 42)
(1, 56, 76)
(1, 56, 176)
(1, 59, 32)
(1, 59, 45)
(1, 59, 63)
(1, 59, 80)
(1, 59, 91)
(1, 62, 60)
(1, 63, 48)
(1, 64, 72)
(1, 67, 51)
(1, 71, 54)
(1, 71, 65)
(1, 74, 40)
(1, 75, 57)
(1, 79, 60)
(1, 83, 187)
(1, 84, 132)
(1, 87, 105)
(1, 90, 60)
(1, 94, 168)
(1, 103, 153)
(1, 104, 88)
(1, 118, 120)
(1, 119, 119)
(1, 131, 85)
(1, 132, 156)
(1, 139, 171)
(1, 152, 104)
(1, 155, 133)
(1, 167, 95)
(1, 170, 140)
(2, 2, 3)
(2, 3, 12)
(2, 4, 8)
(2, 5, 24)
(2, 6, 6)
(2, 6, 15)
(2, 7, 12)
(2, 7, 40)
(2, 8, 24)
(2, 9, 60)
(2, 10, 9)
(2, 10, 16)
(2, 10, 35)
(2, 11, 84)
(2, 12, 48)
(2, 13, 8)
(2, 13, 20)
(2, 13, 36)
(2, 13, 112)
(2, 14, 12)
(2, 14, 30)
(2, 14, 63)
(2, 15, 144)
(2, 16, 24)
(2, 16, 80)
(2, 17, 180)
(2, 18, 15)
(2, 18, 21)
(2, 18, 48)
(2, 18, 99)
(2, 19, 20)
(2, 19, 28)
(2, 19, 72)
(2, 22, 18)
(2, 22, 32)
(2, 22, 45)
(2, 22, 70)
(2, 22, 143)
(2, 23, 60)
(2, 25, 36)
(2, 26, 21)
(2, 26, 45)
(2, 26, 96)
(2, 26, 195)
(2, 28, 16)
(2, 28, 40)
(2, 28, 72)
(2, 30, 24)
(2, 30, 60)
(2, 31, 44)
(2, 31, 56)
(2, 33, 84)
(2, 34, 27)
(2, 34, 48)
(2, 34, 77)
(2, 37, 52)
(2, 37, 80)
(2, 38, 30)
(2, 38, 42)
(2, 38, 75)
(2, 40, 40)
(2, 40, 56)
(2, 42, 33)
(2, 42, 117)
(2, 43, 24)
(2, 43, 28)
(2, 43, 60)
(2, 46, 36)
(2, 46, 55)
(2, 46, 64)
(2, 49, 68)
(2, 49, 140)
(2, 50, 39)
(2, 50, 165)
(2, 52, 72)
(2, 53, 48)
(2, 54, 33)
(2, 54, 42)
(2, 55, 76)
(2, 55, 176)
(2, 58, 32)
(2, 58, 45)
(2, 58, 63)
(2, 58, 80)
(2, 58, 91)
(2, 61, 60)
(2, 62, 48)
(2, 63, 72)
(2, 66, 51)
(2, 70, 54)
(2, 70, 65)
(2, 73, 40)
(2, 74, 57)
(2, 78, 60)
(2, 82, 187)
(2, 83, 132)
(2, 86, 105)
(2, 89, 60)
(2, 93, 168)
(2, 102, 153)
(2, 103, 88)
(2, 117, 120)
(2, 118, 119)
(2, 130, 85)
(2, 131, 156)
(2, 138, 171)
(2, 151, 104)
(2, 154, 133)
(2, 166, 95)
(2, 169, 140)
(3, 3, 8)
(3, 4, 24)
(3, 5, 6)
(3, 5, 15)
(3, 6, 12)
(3, 6, 40)
(3, 7, 24)
(3, 8, 60)
(3, 9, 9)
(3, 9, 16)
(3, 9, 35)
(3, 10, 84)
(3, 11, 48)
(3, 12, 8)
(3, 12, 20)
(3, 12, 36)
(3, 12, 112)
(3, 13, 12)
(3, 13, 30)
(3, 13, 63)
(3, 14, 144)
(3, 15, 24)
(3, 15, 80)
(3, 16, 180)
(3, 17, 15)
(3, 17, 21)
(3, 17, 48)
(3, 17, 99)
(3, 18, 20)
(3, 18, 28)
(3, 18, 72)
(3, 21, 18)
(3, 21, 32)
(3, 21, 45)
(3, 21, 70)
(3, 21, 143)
(3, 22, 60)
(3, 24, 36)
(3, 25, 21)
(3, 25, 45)
(3, 25, 96)
(3, 25, 195)
(3, 27, 16)
(3, 27, 40)
(3, 27, 72)
(3, 29, 24)
(3, 29, 60)
(3, 30, 44)
(3, 30, 56)
(3, 32, 84)
(3, 33, 27)
(3, 33, 48)
(3, 33, 77)
(3, 36, 52)
(3, 36, 80)
(3, 37, 30)
(3, 37, 42)
(3, 37, 75)
(3, 39, 40)
(3, 39, 56)
(3, 41, 33)
(3, 41, 117)
(3, 42, 24)
(3, 42, 28)
(3, 42, 60)
(3, 45, 36)
(3, 45, 55)
(3, 45, 64)
(3, 48, 68)
(3, 48, 140)
(3, 49, 39)
(3, 49, 165)
(3, 51, 72)
(3, 52, 48)
(3, 53, 33)
(3, 53, 42)
(3, 54, 76)
(3, 54, 176)
(3, 57, 32)
(3, 57, 45)
(3, 57, 63)
(3, 57, 80)
(3, 57, 91)
(3, 60, 60)
(3, 61, 48)
(3, 62, 72)
(3, 65, 51)
(3, 69, 54)
(3, 69, 65)
(3, 72, 40)
(3, 73, 57)
(3, 77, 60)
(3, 81, 187)
(3, 82, 132)
(3, 85, 105)
(3, 88, 60)
(3, 92, 168)
(3, 101, 153)
(3, 102, 88)
(3, 116, 120)
(3, 117, 119)
(3, 129, 85)
(3, 130, 156)
(3, 137, 171)
(3, 150, 104)
(3, 153, 133)
(3, 165, 95)
(3, 168, 140)
(4, 4, 6)
(4, 4, 15)
(4, 5, 12)
(4, 5, 40)
(4, 6, 24)
(4, 7, 60)
(4, 8, 9)
(4, 8, 16)
(4, 8, 35)
(4, 9, 84)
(4, 10, 48)
(4, 11, 8)
(4, 11, 20)
(4, 11, 36)
(4, 11, 112)
(4, 12, 12)
(4, 12, 30)
(4, 12, 63)
(4, 13, 144)
(4, 14, 24)
(4, 14, 80)
(4, 15, 180)
(4, 16, 15)
(4, 16, 21)
(4, 16, 48)
(4, 16, 99)
(4, 17, 20)
(4, 17, 28)
(4, 17, 72)
(4, 20, 18)
(4, 20, 32)
(4, 20, 45)
(4, 20, 70)
(4, 20, 143)
(4, 21, 60)
(4, 23, 36)
(4, 24, 21)
(4, 24, 45)
(4, 24, 96)
(4, 24, 195)
(4, 26, 16)
(4, 26, 40)
(4, 26, 72)
(4, 28, 24)
(4, 28, 60)
(4, 29, 44)
(4, 29, 56)
(4, 31, 84)
(4, 32, 27)
(4, 32, 48)
(4, 32, 77)
(4, 35, 52)
(4, 35, 80)
(4, 36, 30)
(4, 36, 42)
(4, 36, 75)
(4, 38, 40)
(4, 38, 56)
(4, 40, 33)
(4, 40, 117)
(4, 41, 24)
(4, 41, 28)
(4, 41, 60)
(4, 44, 36)
(4, 44, 55)
(4, 44, 64)
(4, 47, 68)
(4, 47, 140)
(4, 48, 39)
(4, 48, 165)
(4, 50, 72)
(4, 51, 48)
(4, 52, 33)
(4, 52, 42)
(4, 53, 76)
(4, 53, 176)
(4, 56, 32)
(4, 56, 45)
(4, 56, 63)
(4, 56, 80)
(4, 56, 91)
(4, 59, 60)
(4, 60, 48)
(4, 61, 72)
(4, 64, 51)
(4, 68, 54)
(4, 68, 65)
(4, 71, 40)
(4, 72, 57)
(4, 76, 60)
(4, 80, 187)
(4, 81, 132)
(4, 84, 105)
(4, 87, 60)
(4, 91, 168)
